review,rating,date,bank,source,LemmatizedText
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen,Google Play,app not work phone phone samsung galaxy android version financial app work like telebirr cbe mpesa
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen,Google Play,dashen super app secure easy use service uniquely like budget chat ips
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen,Google Play,amazing user friendly supper app look forward additional feature
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen,Google Play,star deduct able transfer telebirr
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen,Google Play,good work plea add water electric utility payment
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen,Google Play,app miss important feature doest recent transaction transfer telebirr limited telebirr statement doest run balance
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen,Google Play,simple fast easy
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen,Google Play,dashen super app super easy use secure fast transaction love
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen,Google Play,try new dash bank super app today amazingly easy funi recommend download use like
"Good app, bad security",3,2025-02-06,Dashen,Google Play,good app bad security
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen,Google Play,transaction page send transaction try include receive transaction
Wonderful Application 😍,5,2025-02-05,Dashen,Google Play,wonderful application
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen,Google Play,thankful good app dashen step ahead
Not good this app,1,2025-02-04,Dashen,Google Play,good app
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen,Google Play,excellent app need improvement speed transaction list
"It does not work functional ,",1,2025-02-02,Dashen,Google Play,work functional
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen,Google Play,dashen bank customer use application good use
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen,Google Play,dashen super app easy use fast robust
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen,Google Play,excellent uiux banking service
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen,Google Play,send oher bank addisinternational bank cbe birr account number
Just Wow,5,2025-01-29,Dashen,Google Play,wow
mobile banking to the next level,5,2025-01-28,Dashen,Google Play,mobile banking level
The first 3 star review is me,3,2025-01-25,Dashen,Google Play,star review
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen,Google Play,fast reliable user friendly amazing chatting feature step ahead
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen,Google Play,app literally good thing chat banking easy text super smooth fast honestly life saverif not download miss big time
I only see white page,2,2025-01-23,Dashen,Google Play,white page
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen,Google Play,excellent banking app needs need physical branch use dashen bank super app instead ve issue dashen bank super app not handle swiftly resolve satisfaction not write review appbank highly recommend
Amizing Application 😍,5,2025-01-22,Dashen,Google Play,amize application
Fastest and easy to use,5,2025-01-22,Dashen,Google Play,fast easy use
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen,Google Play,exellent app exellent banking system exellent bank
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen,Google Play,amazing app use usual option transfer telebirr pesa available amole app omit dasheen favourite
I hope it will be better than amole,5,2025-01-18,Dashen,Google Play,hope well amole
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen,Google Play,wly super app ilove
